name,gender,distance_traveled,seconds_traveled,oa_avg_speed,tot_shots,tot_misses,oa_acc_score,medals,cup_points,n_of_races,ppr_score
VARVYNETS Iryna,female,143.6,28234.4,5.0859943898223445,295,29,0.8462040816326531,0.0,225.0,15,14.454545454545455
VASILEVA Margarita,female,20.450000000000003,3980.3999999999996,5.137674605567281,40,3,0.8186666666666668,0.0,49.0,2,15.05
VASNETCOVA Valeriia,female,32.25,6442.7,5.005665326648765,60,15,0.8019200000000001,0.0,10.0,3,12.476190476190476
VAYGINA-EFREMOVA Lilia,female,282.05,57956.00000000001,4.866622955345433,535,153,0.7568820512820513,0.0,304.0,29,11.829787234042554
VEJNAROVA Zdenka,female,455.2000000000001,98106.59999999998,4.639850937653534,920,188,0.7999705882352941,0.0,200.0,47,6.953846153846154
VIIGIPUU Kristel,female,0.0,0.0,,10,5,0.8021333333333334,0.0,0.0,1,13.263157894736842
VILUKHINA Olga,female,250.35000000000005,47653.09999999999,5.25359315553448,480,69,0.8336521739130435,3.0,758.0,24,24.047619047619047
VINDISAR Nika,female,0.0,0.0,,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
VINOGRADOVA Ekaterina (IVANOVA),female,279.05,57452.600000000006,4.857047374705409,575,149,0.7704039408866995,0.0,458.0,33,13.92156862745098
VIROLAINEN Daria,female,220.35,42107.700000000004,5.2330096395671095,420,69,0.822046511627907,1.0,376.0,22,15.7
VISHNEVSKAYA Galina,female,238.7,46684.8,5.113013229145246,475,64,0.8382076502732241,0.0,360.0,25,14.232558139534884
VITKOVA Veronika,female,668.0500000000001,128234.09999999999,5.209612731714889,1335,199,0.8405408450704226,1.0,1483.0,71,19.49438202247191
VITTOZZI Lisa,female,373.79999999999995,71021.2,5.2632171802222425,720,92,0.8482413793103448,5.0,883.0,36,21.01851851851852
VODOPYANOVA Tetyana,female,42.7,8652.3,4.9351039607965514,80,18,0.8037692307692308,0.0,49.0,5,13.08695652173913
VORONINA Tamara,female,10.0,1937.3,5.161823155938678,20,0,0.8173043478260871,0.0,5.0,1,13.526315789473685
WAGENFÜHR Peggy,female,10.3,2396.1,4.298651976127875,20,2,0.8129565217391305,0.0,23.0,1,14.473684210526315
WANG Chunli,female,213.94999999999996,43013.700000000004,4.973996656879086,400,93,0.7892380952380953,0.0,285.0,20,14.131578947368421
WANG Yue,female,11.05,2224.5,4.967408406383457,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
WEIDEL Anna,female,30.75,5893.7,5.217435566791659,60,5,0.8219200000000001,0.0,38.0,3,13.80952380952381
WEISLEITNER Brigitte,female,21.200000000000003,5010.9,4.230776906344171,75,18,0.801864077669903,0.0,4.0,5,11.130434782608695
WESTIN Camilla,female,0.0,0.0,,20,4,0.808608695652174,0.0,0.0,2,12.6
WIERER Dorothea,female,658.2,122923.3,5.354558492978955,1260,188,0.8399764705882353,16.0,1945.0,64,26.79268292682927
WILHELM Kati,female,723.8999999999997,142125.7,5.0933786078098455,1380,226,0.8296483516483517,23.0,2609.0,69,32.88505747126437
XU Yinghui,female,11.2,2631.3,4.256451183825485,20,8,0.799913043478261,0.0,0.0,1,13.263157894736842
YAKOVLEVA Oksana,female,169.29999999999995,37301.6,4.538679305981511,320,62,0.8078421052631579,0.0,83.0,20,8.81578947368421
YIN Qiao,female,151.4,31797.300000000007,4.761410560016101,320,97,0.7617894736842106,0.0,87.0,17,9.685714285714285
YORDANOVA Emilia,female,222.89999999999998,46407.2,4.803133996448826,440,91,0.8010909090909092,0.0,29.0,23,6.853658536585366
YU Shumei,female,63.45,13286.8,4.7754162025468885,120,23,0.8088571428571429,0.0,90.0,6,14.25
YURKEVICH Darya,female,93.14999999999999,18475.300000000003,5.041866708524353,195,28,0.8235590551181103,0.0,15.0,10,9.535714285714286
YURLOVA Daria,female,21.5,4219.799999999999,5.0950282003886445,55,14,0.8019393939393941,0.0,0.0,3,12.0
YURLOVA-PERCHT Ekaterina,female,461.45,88712.3,5.201646220422647,880,143,0.8280000000000001,1.0,931.0,44,19.080645161290324
ZAGORUIKO Anastasia (ROMANOVA),female,73.45,14765.8,4.974332579338743,140,23,0.815448275862069,0.0,60.0,7,12.48
ZAITSEVA Olga,female,709.2499999999999,138206.89999999997,5.131798774156717,1360,195,0.8449777777777778,16.0,2276.0,69,29.057471264367816
ZBYLUT Kinga (MITORAJ),female,116.15,22682.8,5.120620029273282,220,41,0.8105454545454546,0.0,57.0,11,10.655172413793103
ZDOUC Dunja,female,103.9,21268.2,4.8852277108547035,200,26,0.8280625,0.0,56.0,10,11.0
ZELLNER Martina,female,75.1,15168.7,4.950984593274308,140,34,0.7964827586206897,0.0,115.0,8,14.115384615384615
ZHANG Yan,female,239.60000000000002,49696.200000000004,4.821294183458695,460,64,0.8355111111111112,0.0,75.0,23,7.975609756097561
ZHURAVOK Yuliia,female,31.2,6608.5,4.721192403722479,60,8,0.8159200000000001,0.0,0.0,3,12.0
ZIKOUNKOVA Ksenia,female,128.4,28584.1,4.49200779454312,300,79,0.7796756756756758,0.0,54.0,21,7.846153846153846
ZUBRILOVA Olena,female,398.74999999999994,79645.2,5.006579178657344,760,125,0.8258,7.0,1262.0,41,25.661016949152543
ZUK Kamila,female,107.64999999999999,20704.7,5.199302573811742,200,51,0.789,0.0,56.0,10,11.0
ZVARICOVA Veronika,female,21.2,4509.3,4.701394894994788,40,8,0.80825,0.0,5.0,3,12.238095238095237
ABASHEU Dzmitry,male,51.65,8648.300000000001,5.97227200721529,80,11,0.8172307692307693,0.0,3.0,4,11.590909090909092
ABRAMENKO Evgeny,male,236.39999999999998,40953.200000000004,5.772442690681069,360,76,0.79995,0.0,65.0,18,8.805555555555555
ACHORNER Hans,male,52.10000000000001,9490.199999999999,5.489873764514975,80,14,0.8114615384615386,0.0,12.0,4,12.0
ADER Margus,male,0.0,0.0,,0,0,0.809,0.0,0.0,2,12.6
AIDAROV Alexei,male,405.19999999999993,72263.89999999998,5.607225737885722,640,123,0.8082962962962963,0.0,285.0,36,9.944444444444445
ALENISHKO Vladimir,male,26.05,4840.2,5.382009007892236,40,7,0.8103333333333335,0.0,3.0,2,12.75
ALMOUKOV Alexei,male,12.95,2381.6,5.437520994289553,20,3,0.8107826086956522,0.0,0.0,1,13.263157894736842
ANDERSEN Aleksander Fjeld,male,25.450000000000003,4099.1,6.208679954136274,40,3,0.8186666666666668,0.0,27.0,2,13.95
ANDERSEN Haakon,male,12.8,2269.7,5.639511829757237,20,2,0.8129565217391305,0.0,0.0,1,13.263157894736842
ANDRESEN Frode,male,737.1499999999999,122743.10000000003,6.005632903193741,1105,335,0.7287766990291262,4.0,1377.0,59,21.155844155844157
ANEV Krasimir,male,748.6999999999997,124219.90000000005,6.027214641132374,1170,160,0.8484223602484472,0.0,643.0,62,11.1875
ANTILA Timo,male,463.75,82258.79999999999,5.637694690416102,700,175,0.7727719298245614,0.0,119.0,38,6.625
ARMGREN Ted,male,120.29999999999998,20724.100000000002,5.804835915673055,180,52,0.7805806451612903,0.0,12.0,9,9.777777777777779
ARWIDSON Tobias,male,129.05,22524.2,5.729393274788894,200,27,0.8265,0.0,34.0,10,10.214285714285714
AUBERT Alexandre,male,184.75,32666.899999999998,5.655571847956188,280,65,0.793,0.0,86.0,14,10.5625
BABCHYN Aliaksandr,male,53.0,9170.100000000002,5.779653438893795,80,20,0.799923076923077,0.0,9.0,4,11.863636363636363
BABIKOV Anton,male,220.3,35682.3,6.173929371144797,340,52,0.8255897435897437,1.0,306.0,17,15.942857142857143
BACHKIROV Serguei,male,234.75000000000003,41273.4,5.687682623675298,360,65,0.8137000000000001,0.0,244.0,18,13.777777777777779
BAILEY Lowell,male,1013.5500000000002,168547.30000000002,6.013445483849342,1560,257,0.82948,0.0,1151.0,78,14.614583333333334
BARILA Liutauras,male,12.8,2283.4,5.605675746693527,20,2,0.8129565217391305,0.0,1.0,2,12.65
BARTKO Simon,male,27.549999999999997,4771.799999999999,5.7735026614694664,40,17,0.7895000000000001,0.0,0.0,2,12.6
BATIUK Oleksandr,male,27.55,5123.1,5.37760340418887,40,17,0.7895000000000001,0.0,0.0,3,12.0
BAUER Klemen,male,979.1500000000002,160631.60000000006,6.095625020232631,1495,364,0.7684547803617571,0.0,757.0,75,10.849462365591398
BEATRIX Jean Guillaume,male,662.85,109073.49999999999,6.077094803045654,1020,169,0.8266849315068493,2.0,922.0,51,17.014492753623188
BEDARD Marc - Andre,male,66.1,11186.6,5.908855237516314,100,24,0.799925925925926,0.0,4.0,5,11.130434782608695
BEGUE Aristide,male,25.6,4355.0,5.878300803673938,40,4,0.8165833333333334,0.0,0.0,2,12.6
BEKHTEREV Vladimir,male,12.95,2590.8,4.9984560753435225,20,3,0.8107826086956522,0.0,3.0,1,13.421052631578947
BEREZHNOY Oleg,male,38.55,7005.5,5.502819213475127,60,7,0.8179200000000001,0.0,12.0,4,12.0
BERGER Lars,male,787.3,131582.4,5.983322997604543,1180,332,0.7431851851851852,3.0,1199.0,62,18.1375
BERGMAN Carl Johan,male,1048.95,178052.1,5.891253178142802,1625,246,0.8401743341404359,5.0,1759.0,86,19.33653846153846
BERZINS Janis,male,63.550000000000004,11972.400000000001,5.308041829541279,100,7,0.8314074074074075,0.0,32.0,6,11.833333333333334
BESTE Jacob,male,0.0,0.0,,15,4,0.8065054945054946,0.0,0.0,1,13.263157894736842
BILANENKO Olexander,male,451.14999999999986,79670.1,5.662726669101707,700,91,0.8464561403508772,0.0,373.0,41,10.59322033898305
BIONAZ Didier,male,13.7,2227.9,6.149288567709502,20,8,0.799913043478261,0.0,0.0,1,13.263157894736842
BIRKELAND Lars Helge,male,359.90000000000003,58520.90000000001,6.149939594230437,560,66,0.84996,0.0,515.0,30,15.979166666666666
BIRNBACHER Andreas,male,968.9999999999995,161176.00000000003,6.0120613490842265,1500,210,0.8484329896907217,3.0,1943.0,79,22.628865979381445
BISCHL Matthias,male,65.95,11305.800000000001,5.833289108245324,100,23,0.8017777777777778,0.0,11.0,5,11.434782608695652
BJOENTEGAARD Erlend,male,431.25000000000006,68926.5,6.256664708058585,660,125,0.8099636363636364,0.0,648.0,35,16.9811320754717
BJOERNDALEN Dag,male,89.60000000000001,16471.8,5.439599800871794,140,14,0.8309655172413793,0.0,71.0,10,11.535714285714286
BJOERNDALEN Ole Einar,male,1275.6999999999991,206069.39999999997,6.190632864462163,1960,338,0.82415,43.0,3997.0,105,34.54471544715447
BJOERNSTAD Tor Halvor,male,106.15,18703.199999999997,5.675499379785278,160,41,0.7916000000000001,0.0,67.0,9,11.814814814814815
BLAJ Marian,male,65.8,12471.4,5.276071651939638,100,22,0.8036296296296297,0.0,19.0,5,11.782608695652174
BOCHARNIKOV Sergey,male,222.09999999999997,36650.100000000006,6.06001075031173,340,64,0.8102051282051282,0.0,87.0,17,9.685714285714285
BODZIANA Grzegorz,male,13.4,2669.8,5.019102554498464,40,8,0.80825,0.0,0.0,3,12.0
BOE Johannes Thingnes,male,636.6500000000001,97728.1,6.514502993509544,980,161,0.8274366197183098,22.0,2005.0,49,33.6865671641791
BOE Tarjei,male,811.4999999999999,128992.8,6.291048802723872,1260,160,0.8564470588235295,11.0,2114.0,64,28.853658536585368
BOECKLI Claudio,male,238.65,41155.4,5.798753019044888,360,91,0.7812,0.0,9.0,18,7.25
BOEUF Alexis,male,323.9,53458.5,6.0589055061402775,505,76,0.8306455026455026,1.0,549.0,28,17.41304347826087
BOGDANOV Martin,male,13.25,2566.9,5.161868401573883,40,10,0.8040833333333334,0.0,0.0,2,12.6
BONALDI Sergio,male,53.900000000000006,10305.400000000001,5.230267626681157,80,26,0.7883846153846155,0.0,3.0,4,11.590909090909092
BORMOLINI Thomas,male,300.09999999999997,49496.40000000001,6.063067212969022,460,84,0.813288888888889,0.0,124.0,23,9.170731707317072
BOROVIK Dimitri,male,222.85,39950.399999999994,5.578166926989468,355,74,0.8012075471698114,0.0,114.0,21,9.384615384615385
BRAICHENKO Nikolay,male,12.8,2313.1,5.533699364489213,20,2,0.8129565217391305,0.0,0.0,1,13.263157894736842
BRATTSVEEN Rune,male,169.70000000000002,28617.200000000004,5.930000139776078,260,48,0.8113714285714286,0.0,213.0,13,15.0
BRAUN Maxim,male,26.35,4381.8,6.013510429503857,40,9,0.8061666666666667,0.0,0.0,2,12.6
BRICIS Ilmars,male,600.5000000000001,104489.99999999999,5.746961431715955,950,184,0.8071654676258994,0.0,745.0,54,13.847222222222221
BRINK Jörgen,male,40.650000000000006,6889.5,5.900283039407795,60,21,0.7899200000000001,0.0,9.0,4,11.863636363636363
BROWN Jake,male,40.2,6760.8,5.946041888533901,80,27,0.7864615384615385,0.0,0.0,4,11.454545454545455
BRVAR Gregor,male,78.3,14296.2,5.476979896755781,120,22,0.8106428571428572,0.0,7.0,6,10.791666666666666
BURKE Tim,male,1044.5500000000004,172111.0000000001,6.069048462910563,1600,297,0.8132156862745098,0.0,1326.0,82,15.78
BURKHALTER Joscha,male,25.75,4318.7,5.962442401648644,40,5,0.8145000000000001,0.0,4.0,2,12.8
BURNOTTE Jules,male,39.9,6516.5,6.122918744724929,60,16,0.7999200000000001,0.0,6.0,3,12.285714285714286
BURTASOV Maksim,male,13.1,2148.3,6.097844807522226,20,4,0.808608695652174,0.0,9.0,1,13.736842105263158
BUTA George,male,77.55,13172.6,5.887220442433536,120,17,0.8195714285714286,0.0,0.0,6,10.5
BÖHM Daniel,male,335.65,55870.1,6.007685685187605,520,71,0.8385,0.0,415.0,26,15.159090909090908
BÖRJESSON Jakob,male,79.2,14321.599999999999,5.530108367780137,120,28,0.7999285714285715,0.0,28.0,6,11.666666666666666
CAMPBELL Dan,male,13.1,2612.8,5.013778322106552,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
CANNARD Ferreol,male,528.9999999999999,95045.19999999998,5.565772916465008,840,115,0.8445,0.0,424.0,43,11.081967213114755
CATTARINUSSI Rene,male,116.7,20727.2,5.63028291327338,180,28,0.8192903225806453,0.0,127.0,10,13.535714285714286
CHABLOZ Jean Marc,male,129.04999999999998,24843.2,5.194580408320989,215,34,0.8197862595419848,0.0,80.0,12,11.066666666666666
CHENAL Thierry,male,53.45,9049.3,5.90653420706574,80,23,0.7941538461538462,0.0,4.0,4,11.636363636363637
CHENG Fangming,male,39.9,6471.6,6.165399592063786,60,16,0.7999200000000001,0.0,0.0,3,12.0
CHEPELIN Vladimir,male,421.59999999999997,69691.6,6.049509553518644,640,144,0.7888518518518519,0.0,130.0,33,7.490196078431373
CHERVYHKOV Alexsandr,male,223.6,38999.0,5.733480345649888,340,74,0.7973846153846155,0.0,45.0,18,8.25
CHRISTIANSEN Vetle Sjastad,male,320.45,51600.90000000001,6.210163001032926,500,53,0.8542127659574469,4.0,602.0,25,19.86046511627907
CHURINE Alexey,male,116.25000000000001,20486.0,5.674607048716197,180,25,0.8241290322580646,0.0,131.0,9,14.185185185185185
CLAUDE Fabien,male,172.1,27196.7,6.32797361444587,275,70,0.7845594405594406,0.0,183.0,14,13.59375
CLAUDE Florent,male,220.15,36437.0,6.041935395339902,340,51,0.826871794871795,0.0,114.0,17,10.457142857142857
CLEGG Robin,male,260.35,46647.50000000001,5.581220858566911,420,76,0.8139069767441861,0.0,91.0,26,7.795454545454546
CLEMENS Tom,male,13.1,2403.2,5.451065246338216,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
COLA Mattia,male,64.6,11312.900000000001,5.710295326574086,100,14,0.8184444444444445,0.0,16.0,5,11.652173913043478
COOL Herbert,male,12.65,2131.8,5.9339525283797725,20,1,0.8151304347826088,0.0,0.0,1,13.263157894736842
COOPER Travis,male,13.55,2361.6,5.7376355013550135,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
CUENOT Gaspard,male,26.95,4722.2,5.707085680403202,40,13,0.7978333333333334,0.0,0.0,2,12.6
CURRIER Russell,male,134.60000000000002,23320.2,5.77182013876382,215,71,0.7632977099236642,0.0,31.0,11,9.758620689655173
CYR Steve,male,0.0,0.0,,15,4,0.8065054945054946,0.0,0.0,2,12.6
DA CANAL Devis,male,40.35,7622.2,5.293747212090998,75,28,0.7824466019417476,0.0,5.0,5,11.173913043478262
DALE Johannes,male,77.69999999999999,12029.3,6.459228716550422,120,18,0.8177857142857143,0.0,154.0,6,16.916666666666668
DAROZHKA Aliaksandr,male,91.85000000000001,15211.100000000002,6.038353570747677,140,29,0.8051034482758621,0.0,33.0,7,11.4
DAVIES Macx,male,92.89999999999999,16206.299999999997,5.732338658422959,140,36,0.7930344827586208,0.0,11.0,7,10.52
DE LORENZI Christian,male,733.3,124375.19999999998,5.89586991618908,1145,233,0.7999747634069401,1.0,700.0,62,11.9
DEBAYLE Yann,male,39.15,6834.7,5.728122668149297,60,11,0.8099200000000001,0.0,4.0,3,12.19047619047619
DEFRASNE Vincent,male,712.4,121291.09999999999,5.873472991835345,1115,168,0.8379163987138264,4.0,1500.0,61,22.17721518987342
DENOTH Mario,male,26.950000000000003,4693.299999999999,5.742228282871329,40,13,0.7978333333333334,0.0,0.0,2,12.6
DERKACH Vyacheslav,male,432.59999999999997,75387.5,5.738351848781296,675,142,0.7972735426008969,0.0,331.0,39,10.228070175438596
DERYZEMLYA Andriy,male,651.8499999999998,111234.7,5.860131775426192,1040,200,0.8080810810810811,1.0,759.0,70,11.488636363636363
DESTHIEUX Simon,male,686.8000000000001,109593.49999999999,6.266795019777635,1075,167,0.8342970297029704,1.0,1142.0,55,19.095890410958905
DOHERTY Sean,male,340.45000000000005,55369.19999999999,6.148725284092964,520,103,0.8051666666666667,0.0,258.0,26,11.590909090909092
DOKL Peter,male,78.45,14189.699999999999,5.528658111165141,150,34,0.7999322033898306,0.0,0.0,8,9.692307692307692
DOLDER Mario,male,421.45000000000005,69752.3,6.042094669279723,640,143,0.7897777777777778,0.0,150.0,32,8.04
DOLENC Marko,male,277.20000000000005,48997.2,5.65746614092234,420,98,0.7883255813953489,0.0,315.0,22,14.175
DOLL Benedikt,male,615.4,96969.30000000002,6.346338480323153,940,186,0.8043188405797101,2.0,1091.0,47,20.661538461538463
DOMBROVSKI Karol,male,90.64999999999999,15497.7,5.8492550507494645,140,21,0.818896551724138,0.0,0.0,7,10.08
DORFER Matthias,male,12.95,2006.9,6.452738053714684,20,3,0.8107826086956522,0.0,5.0,1,13.526315789473685
DOSTAL Roman,male,619.6000000000001,109014.10000000002,5.6836684428894975,960,220,0.7828285714285714,0.0,480.0,49,10.925373134328359
DOVZAN Miha,male,197.1,33428.0,5.896254636831399,300,64,0.799945945945946,0.0,20.0,15,8.242424242424242
DRATCHEV Vladimir,male,325.25,57118.39999999999,5.694312165606881,505,86,0.820063492063492,4.0,552.0,29,17.106382978723403
DRINOVEC Mitja,male,40.949999999999996,6872.1,5.958877199109441,60,23,0.7859200000000001,0.0,0.0,3,12.0
DUDCHENKO Anton,male,51.349999999999994,8414.699999999999,6.102416010077603,80,9,0.8210769230769231,0.0,33.0,4,12.954545454545455
DUMBRIS Kaspars,male,13.4,2185.8,6.130478543325098,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
DUTTO Pietro,male,39.900000000000006,6687.7,5.966176712472151,60,16,0.7999200000000001,0.0,0.0,3,12.0
DYUZHEV Dmitriy,male,79.35000000000001,13347.3,5.945022588838193,120,29,0.7981428571428572,0.0,3.0,6,10.625
EBERHARD Julian,male,769.1000000000001,123008.00000000001,6.252438865764828,1160,294,0.763725,1.0,1083.0,59,17.337662337662337
EBERHARD Tobias,male,330.7999999999999,55913.299999999996,5.916302561286848,525,132,0.7761243523316063,0.0,163.0,28,9.021739130434783
EBISAWA Daisuke,male,109.9,20384.5,5.3913512717996515,170,73,0.7425573770491803,0.0,6.0,9,9.555555555555555
ECKHOFF Stian,male,611.9499999999999,105731.09999999998,5.787795643855024,940,163,0.8209855072463769,3.0,1238.0,48,22.575757575757574
EDER Simon,male,1119.5999999999997,181205.2000000001,6.178630635323927,1740,214,0.8632844036697248,9.0,2351.0,91,23.880733944954127
EKHOLM David,male,290.59999999999997,52528.2,5.532266477815725,440,104,0.7863181818181818,0.0,85.0,22,8.425
ELISEEV Matvey,male,326.4500000000001,52738.39999999999,6.1899868027850715,500,93,0.8116595744680851,0.0,346.0,25,13.906976744186046
ENG Martin,male,26.05,4282.2,6.083321657092149,40,7,0.8103333333333335,0.0,17.0,2,13.45
ERIKSSON Christoffer,male,92.45,15832.1,5.839402227120849,140,33,0.7982068965517242,0.0,1.0,7,10.12
ERMITS Kalev,male,198.89999999999998,33656.700000000004,5.909670288530959,300,76,0.7837297297297298,0.0,60.0,15,9.454545454545455
FAK Jakov,male,779.2499999999998,125066.29999999999,6.230695239245103,1200,195,0.8298536585365854,8.0,1545.0,60,23.03846153846154
FAUR Remus,male,52.1,9256.7,5.628355677509263,100,17,0.812888888888889,0.0,0.0,5,10.956521739130435
FAVRE Patrick,male,26.5,5514.299999999999,4.805687031898882,40,10,0.8040833333333334,0.0,0.0,2,12.6
FEMLING Peppe,male,105.39999999999999,17524.4,6.014471251512176,160,36,0.7999333333333334,0.0,32.0,9,10.518518518518519
FERRY Björn,male,1063.2499999999998,179487.5,5.923810850337766,1660,265,0.8337904761904762,8.0,1985.0,85,21.718446601941746
FILLON MAILLET Quentin,male,555.95,88014.5,6.316572837430196,910,142,0.832562962962963,10.0,1134.0,48,21.0
FINELLO Jeremy,male,155.55,26021.3,5.97779511400276,255,46,0.8128920863309353,0.0,95.0,13,11.193548387096774
FISCHER Sven,male,568.15,96276.80000000002,5.901213999634386,880,121,0.8446666666666667,13.0,1618.0,44,30.161290322580644
FOIDL Hanspeter,male,54.5,10246.3,5.31899319754448,80,30,0.7806923076923078,0.0,0.0,4,11.454545454545455
FORSBERG Henrik,male,67.3,11656.300000000001,5.77370177500579,100,32,0.7851111111111112,0.0,64.0,6,13.166666666666666
FOURCADE Martin,male,1039.5,162330.19999999992,6.403614361344966,1640,184,0.8711346153846155,50.0,3880.0,83,40.91089108910891
FOURCADE Simon,male,926.3999999999996,153432.79999999996,6.037822421281499,1460,185,0.8584,2.0,1681.0,76,20.56382978723404
FRATZSCHER Lucas,male,26.65,4329.299999999999,6.1557295636708025,40,11,0.802,0.0,26.0,2,13.9
FREI Thomas,male,160.95000000000002,28235.7,5.700230559185712,240,73,0.7690588235294118,0.0,43.0,13,9.516129032258064
GARABIK Petr,male,193.20000000000002,34992.3,5.52121466722679,300,38,0.8350810810810811,0.0,109.0,20,9.5
GARANICHEV Evgeniy,male,799.2999999999997,127591.90000000004,6.264504251445425,1240,162,0.8535476190476191,4.0,1471.0,62,21.5375
GAVRILA Stefan,male,27.1,4831.0,5.609604636721175,55,24,0.7817373737373738,0.0,0.0,3,12.0
GEE Mark,male,26.799999999999997,5087.6,5.267709725607358,50,15,0.7978775510204082,0.0,0.0,3,12.0
GERBACEA Roland,male,13.7,2624.9,5.219246447483713,20,8,0.799913043478261,0.0,0.0,1,13.263157894736842
GERDZHIKOV Dimitar,male,104.64999999999999,17780.399999999998,5.885694360081888,180,35,0.808,0.0,3.0,9,9.444444444444445
GIACOMEL Tommaso,male,13.1,2097.8,6.244637239012298,20,4,0.808608695652174,0.0,2.0,1,13.368421052631579
GJEDREM Hans Martin,male,159.0,26829.500000000004,5.926312454574255,240,60,0.7881764705882354,0.0,120.0,12,12.4
GJELLAND Egil,male,477.34999999999997,82260.29999999999,5.802920728468046,740,99,0.8448813559322034,2.0,999.0,38,22.339285714285715
GJERMUNDSHAUG Vegard,male,26.35,4355.0,6.050516647531573,40,9,0.8061666666666667,0.0,1.0,2,12.65
GJESBAKK Fredrik,male,25.9,4290.4,6.03673317173224,40,6,0.8124166666666668,0.0,23.0,2,13.75
GLOBOCNIK Tomas,male,129.35000000000002,23002.1,5.6233996026449775,240,43,0.8131764705882354,0.0,180.0,13,13.935483870967742
GOUSSEV Artem,male,12.5,2188.8,5.710891812865497,20,0,0.8173043478260871,0.0,38.0,1,15.263157894736842
GOW Christian,male,216.70000000000002,35796.49999999999,6.053664464402947,340,28,0.8563589743589745,0.0,190.0,17,12.628571428571428
GOW Scott,male,384.55,64106.90000000001,5.998574256437294,580,147,0.7734901960784314,0.0,37.0,29,6.148936170212766
GRAF Daniel,male,351.45000000000005,60267.80000000001,5.83147219576623,555,96,0.8190552763819096,1.0,413.0,28,14.456521739130435
GRAF Florian,male,352.5,58163.799999999996,6.060470601989554,540,100,0.8122040816326531,0.0,347.0,27,13.311111111111112
GRAJF Saso,male,65.2,12135.800000000001,5.372534155144283,100,18,0.8110370370370371,0.0,28.0,5,12.173913043478262
GREBOT Lionel,male,171.65,31179.2,5.505272745933186,275,68,0.7873566433566435,0.0,44.0,14,9.25
GREDLER Ludwig,male,452.29999999999995,78935.7,5.7299802244105,680,182,0.7624642857142857,0.0,452.0,38,12.571428571428571
GREEN Brendan,male,534.1,88928.1,6.005975614007271,820,144,0.8190158730158731,0.0,316.0,41,9.627118644067796
GREIS Michael,male,844.45,142566.30000000002,5.923209061327957,1310,215,0.82912,6.0,1855.0,72,23.41111111111111
GRIGOREV Vladimir,male,26.65,4487.5,5.938718662952646,40,11,0.802,0.0,21.0,2,13.65
GRONMAN Tuomas,male,130.4,22219.300000000003,5.868771743484268,230,46,0.8059104477611941,0.0,8.0,12,8.666666666666666
GROSS Ricco,male,548.75,94954.4,5.779089752554911,860,75,0.8776615384615385,10.0,1521.0,44,28.596774193548388
GROSSEGGER Sven,male,224.64999999999998,37515.799999999996,5.98814366213702,360,89,0.7837000000000001,0.0,140.0,18,10.88888888888889
GUIGONNAT Antonin,male,299.05,47994.8,6.2308833456957835,460,77,0.8210666666666667,1.0,501.0,23,18.365853658536587
GUSTAVSSON Daniel,male,13.4,2299.8,5.826593616836246,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
GUZIK Grzegorz,male,145.75,24656.8,5.9111482430810165,220,55,0.7893333333333334,0.0,19.0,11,9.344827586206897
HABERT Lois,male,326.6,56966.100000000006,5.733234327082247,500,94,0.810595744680851,0.0,107.0,25,8.348837209302326
HAFSAS Ronny,male,135.05,22486.3,6.0058791352957135,200,67,0.764,0.0,108.0,10,12.857142857142858
HAKALA Matti,male,26.35,4633.8,5.68647762095904,40,9,0.8061666666666667,0.0,0.0,2,12.6
HAKKINEN Jay,male,605.4499999999999,105773.60000000002,5.724018091470837,935,212,0.7846981818181819,0.0,462.0,50,10.5
HALLENBARTER Simon,male,630.9,108547.39999999997,5.812207385897776,1015,227,0.7862268041237114,0.0,383.0,52,9.071428571428571
HALLSTROEM Simon,male,13.4,2462.8,5.440961507227546,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
HANDLER Marten,male,13.7,2617.1,5.234801879943449,20,8,0.799913043478261,0.0,0.0,1,13.263157894736842
HANEVOLD Halvard,male,735.4499999999998,125014.0,5.8829411105956115,1140,153,0.8499746835443038,7.0,1730.0,64,24.170731707317074
HARJULA Tuomas,male,13.1,2183.9,5.998443152158981,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
HASILLA Tomas,male,237.15,39521.299999999996,6.000561722412978,375,82,0.7962699386503068,0.0,35.0,19,7.756756756756757
HAUSER Michael,male,26.5,4678.7,5.663966486417167,40,10,0.8040833333333334,0.0,0.0,2,12.6
HEYMANN Carsten,male,51.8,9026.9,5.738404103291274,80,12,0.8153076923076924,0.0,71.0,4,14.681818181818182
HIETALAHTI Vesa,male,208.25,36999.0,5.628530500824347,335,62,0.8115612903225807,0.0,343.0,21,15.256410256410257
HIIDENSALO Olli,male,263.95,43942.49999999999,6.006713318541276,400,93,0.7892380952380953,0.0,36.0,20,7.578947368421052
HOERL Fabian,male,12.65,2140.4,5.910110259764529,20,1,0.8151304347826088,0.0,0.0,1,13.263157894736842
